id,name,position,team,league,age,value_mil,rating,status,tags,notes,updated_at
8edf941c-633f-4d24-9ab5-5117a1bf2553,Javi Guerra,MC,Valencia,Española,23,,4,Follow,,,2025-08-08T07:38:32
